財務データのあるNPO法人 収入ランキング（2324団体）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
順位,法人名,"総収入
(百万円)",ステージ,"寄付+会費
(百万円)","寄付+会費比
(%)","受取寄附金
(百万円)","受取会費
(百万円)","受取助成金等
(百万円)","事業収益
(百万円)","経常費用
(百万円)",有給職員数,事業年度,認定状況,団体所在地(都道府県),活動分野
1878,頭脳スポーツ財団,1.6,1千万未満,0.3,17.5,0.0,0.3,1.3,0.0,4.8,1,2021,,東京都,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、国際協力・交流、男女共同参画、子どもの健全育成、NPO支援
1879,ガジュマル,1.6,1千万未満,0.0,0.0,0.0,0.0,0.0,1.6,1.7,0,2017,,鹿児島県,保健・医療・福祉
1880,特定非営利活動法人センターアイランドー【解散】,1.6,1千万未満,0.0,0.0,0.0,0.0,0.0,1.6,1.7,1,2017,,大阪市,
1881,特定非営利活動法人環境芸術ネットワーク,1.6,1千万未満,0.0,0.0,0.0,0.0,0.0,16.6,2.3,1,2024,,静岡市,まちづくり、学術・文化・芸術・スポーツ、環境の保全
1882,特定非営利活動法人　ひとつむぎ,1.6,1千万未満,0.1,6.4,0.0,0.1,1.5,0.0,0.0,16,2019,,徳島県,社会教育、まちづくり、農山漁村・中山間地域、環境の保全、国際協力・交流、子どもの健全育成、職業能力・雇用機会、NPO支援
1883,花巻少年少女創造活動支援協会,1.6,1千万未満,1.6,100.0,0.0,1.6,0.0,0.0,1.3,0,2018,,岩手県,社会教育、子どもの健全育成、科学技術
1884,扶桑国際友好医療協会,1.6,1千万未満,1.6,100.0,0.4,1.2,0.0,0.0,0.8,,2017,,東京都,保健・医療・福祉、国際協力・交流、職業能力・雇用機会、NPO支援
1885,ソーシャル・コネクト・ラボ,1.6,1千万未満,1.6,100.0,1.5,0.1,0.0,0.0,1.6,,2018,,東京都,社会教育、環境の保全、国際協力・交流、子どもの健全育成、情報化社会、職業能力・雇用機会、NPO支援
1886,特定非営利活動法人Black kitty FC,1.6,1千万未満,0.7,43.0,0.0,0.7,0.0,0.9,1.1,,2024,○,静岡市,学術・文化・芸術・スポーツ、子どもの健全育成
1887,特定非営利活動法人周南視覚障害者図書館,1.6,1千万未満,0.1,7.4,0.0,0.1,0.6,0.9,1.3,12,2021,,山口県,保健・医療・福祉、情報化社会
1888,特定非営利活動法人新環境都市生活,1.6,1千万未満,1.4,91.1,1.0,0.5,0.0,0.1,0.8,,2024,○,京都府,保健・医療・福祉、社会教育、まちづくり、環境の保全、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
1889,故郷の海を愛する会,1.6,1千万未満,0.4,28.3,0.4,0.1,1.0,0.1,1.5,0,2021,,三重県,社会教育、学術・文化・芸術・スポーツ、環境の保全、国際協力・交流、子どもの健全育成、情報化社会、科学技術
1890,地域教育サポーターサンライズ,1.6,1千万未満,0.4,24.3,0.0,0.4,0.0,1.2,1.3,0,2017,,茨城県,まちづくり、子どもの健全育成、NPO支援
1891,特定非営利活動法人ヤングカレッジ,1.6,1千万未満,1.5,97.0,0.8,0.7,0.0,0.0,1.1,,2024,○,静岡市,社会教育、まちづくり、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、職業能力・雇用機会、NPO支援
1892,全日本美術家作品保管協会,1.6,1千万未満,1.3,82.0,1.0,0.3,0.2,0.0,1.7,,2024,○,茨城県,社会教育、観光、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、職業能力・雇用機会、NPO支援
1893,特定非営利活動法人こころ・からだ研究所,1.5,1千万未満,0.0,0.7,0.0,0.0,0.1,1.4,1.4,14,2021,,兵庫県,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、子どもの健全育成
1894,ＮＰＯ法人社交ダンス文化振興会,1.5,1千万未満,0.6,38.2,0.4,0.2,0.0,0.9,1.4,,unknown,○,東京都,保健・医療・福祉、学術・文化・芸術・スポーツ、子どもの健全育成、NPO支援
1895,NPO法人元気の素カンパニー以和貴,1.5,1千万未満,0.2,10.6,0.0,0.1,0.0,1.4,1.8,,2024,○,福島県,社会教育、まちづくり、観光、学術・文化・芸術・スポーツ、環境の保全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援、条例指定
1896,歯科ネットワーク岡山から世界へ,1.5,1千万未満,1.4,95.4,1.2,0.2,0.0,0.0,1.8,0,2023,,岡山県,保健・医療・福祉、学術・文化・芸術・スポーツ、災害救援、国際協力・交流、子どもの健全育成
1897,特定非営利活動法人　九州災害救助犬協会,1.5,1千万未満,1.3,83.0,0.6,0.7,0.0,0.3,2.5,,2024,○,熊本市,保健・医療・福祉、災害救援
1898,やまぼうし,1.5,1千万未満,1.0,64.0,0.0,1.0,0.0,0.5,1.5,,2019,,岡山県,保健・医療・福祉、人権の擁護・平和、NPO支援
1899,特定非営利活動法人分水さくらを守る会,1.5,1千万未満,0.6,38.9,0.0,0.5,0.1,0.7,1.4,,2019,○,新潟県,まちづくり、環境の保全、子どもの健全育成、NPO支援
1900,特定非営利活動法人　スペシャルオリンピックス日本・奈良,1.5,1千万未満,1.3,85.8,0.6,0.7,0.0,0.2,0.8,,2021,,奈良県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、災害救援、人権の擁護・平和、国際協力・交流、子どもの健全育成、NPO支援
1901,アイフォーム・ジャパン,1.5,1千万未満,1.2,82.8,0.0,1.2,0.0,0.3,0.0,3,2018,,東京都,保健・医療・福祉、社会教育、環境の保全、国際協力・交流、NPO支援
1902,いばらき子どもの虐待防止ネットワークあい,1.5,1千万未満,1.3,86.7,0.8,0.5,0.0,0.0,2.1,,2024,○,茨城県,保健・医療・福祉、社会教育、人権の擁護・平和、子どもの健全育成
1903,特定非営利活動法人香川国際ボランティアセンター,1.5,1千万未満,0.4,28.3,0.3,0.1,0.8,0.0,1.3,,2024,○,香川県,社会教育、まちづくり、国際協力・交流、子どもの健全育成、NPO支援
1904,NPO法人　藤沢サンクチュアリ,1.5,1千万未満,0.0,3.0,0.0,0.0,1.5,0.0,1.5,,2018,,神奈川県,社会教育、環境の保全、子どもの健全育成、NPO支援
1905,ビフレンダーズあいち自殺防止センター,1.5,1千万未満,1.2,81.7,1.1,0.1,0.3,0.0,1.5,,2024,○,名古屋市,保健・医療・福祉、社会教育、NPO支援
1906,特定非営利活動法人　秦野スカウト振興会,1.5,1千万未満,1.3,85.1,0.0,1.3,0.2,0.0,0.0,,2023,○,神奈川県,社会教育、子どもの健全育成、NPO支援
1907,笠松を語り継ぐ会,1.5,1千万未満,1.0,68.6,0.9,0.1,0.0,0.5,1.7,10,2018,,岐阜県,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、子どもの健全育成、情報化社会、経済活動の活性化、NPO支援
1908,特定非営利活動法人　キャピタル・リハ,1.5,1千万未満,1.4,94.0,1.4,0.0,0.0,0.0,1.5,,2018,,長崎県,保健・医療・福祉、社会教育、まちづくり、科学技術、職業能力・雇用機会
1909,NPO法人北海道自然保護狩猟者連盟,1.5,1千万未満,0.8,55.6,0.0,0.8,0.0,0.6,1.5,0,2021,,札幌市,
1910,kosodateはぐはぐ,1.5,1千万未満,0.2,12.5,0.1,0.1,0.7,0.5,2.9,,2018,,茨城県,保健・医療・福祉、社会教育、まちづくり、男女共同参画、子どもの健全育成、条例指定
1911,タイ王国教育支援組織ＳＨＩＤＡ,1.5,1千万未満,1.4,92.5,1.2,0.2,0.0,0.0,0.0,,2024,○,静岡県,学術・文化・芸術・スポーツ、人権の擁護・平和、国際協力・交流、子どもの健全育成、NPO支援
1912,ＮＰＯ法人まーくん基金,1.5,1千万未満,1.5,100.0,1.5,0.0,0.0,0.0,0.2,1,2019,,大阪市,保健・医療・福祉、NPO支援
1913,はこだて音の視覚化研究会,1.5,1千万未満,0.3,23.5,0.3,0.1,0.7,0.5,1.5,0,2017,,北海道,保健・医療・福祉、社会教育、まちづくり、災害救援、地域安全、人権の擁護・平和、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援
1914,鞆の浦振興事業団,1.5,1千万未満,0.0,0.0,0.0,0.0,0.7,0.8,1.7,3,2024,,広島県,保健・医療・福祉、まちづくり、学術・文化・芸術・スポーツ、経済活動の活性化
1915,特定非営利活動法人　ヴィンテージプラス,1.5,1千万未満,0.8,53.7,0.6,0.1,0.6,0.0,1.4,,2024,○,愛知県,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、男女共同参画、子どもの健全育成、職業能力・雇用機会、NPO支援
1916,特定非営利活動法人介護相談室うえの,1.4,1千万未満,0.0,0.0,0.0,0.0,0.0,1.4,1.3,1,2017,,山梨県,保健・医療・福祉、NPO支援
1917,静岡司法福祉ネット明日の空,1.4,1千万未満,0.1,4.4,0.1,0.0,0.1,1.2,0.8,,2023,○,静岡県,保健・医療・福祉、社会教育、地域安全、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
1918,イロイ・メモリアル・スカラーシップ,1.4,1千万未満,1.0,66.8,0.4,0.5,0.0,0.5,1.0,2,2011,,長野県,国際協力・交流、子どもの健全育成
1919,特定非営利活動法人アジアの子どもと女性教育基金の会,1.4,1千万未満,1.4,100.0,1.2,0.2,0.0,0.0,0.0,,2018,,福岡市,社会教育、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、職業能力・雇用機会
1920,ＮＰＯ法人福岡教育サポート,1.4,1千万未満,0.1,3.5,0.1,0.0,1.0,0.4,1.6,1,2023,,福岡市,社会教育、学術・文化・芸術・スポーツ、子どもの健全育成、情報化社会、NPO支援
1921,有機農業参入促進協議会,1.4,1千万未満,0.6,39.8,0.0,0.6,0.0,0.8,1.5,3,2018,,東京都,農山漁村・中山間地域、環境の保全、科学技術、NPO支援
1922,小田豊四郎記念基金,1.4,1千万未満,1.0,69.8,0.0,1.0,0.0,0.4,26.3,,2022,○,北海道,社会教育、学術・文化・芸術・スポーツ、経済活動の活性化、消費者の保護
1923,特定非営利活動法人下関市身体障害者団体連合会,1.4,1千万未満,0.1,5.1,0.0,0.1,1.3,0.0,0.0,1,2021,,山口県,保健・医療・福祉
1924,ゆうゆうミネルヴァ,1.4,1千万未満,1.2,85.6,0.6,0.6,0.0,0.2,1.2,1,2017,,茨城県,保健・医療・福祉、社会教育、まちづくり、観光、学術・文化・芸術・スポーツ、子どもの健全育成、職業能力・雇用機会
1925,ＫＯＤＯＭＯ．ＯＯＩＺＵＭＩ,1.4,1千万未満,0.0,0.0,0.0,0.0,0.0,0.0,0.9,18,2024,,東京都,社会教育、まちづくり、子どもの健全育成、NPO支援
1926,特定非営利活動法人　神奈川海難救助隊,1.4,1千万未満,0.7,53.6,0.5,0.2,0.6,0.0,1.2,0,2016,○,横浜市,災害救援、地域安全
1927,特定非営利活動法人心の子育て支援ハッピーマザー,1.4,1千万未満,0.1,5.4,0.1,0.0,0.0,1.3,1.4,16,2017,,埼玉県,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、子どもの健全育成、NPO支援
1928,YUNOどんぐりの会,1.4,1千万未満,0.6,41.4,0.3,0.3,0.8,0.0,0.0,,2022,,静岡県,環境の保全
1929,特定非営利活動法人ブルーシー阿蘇,1.4,1千万未満,0.2,11.8,0.1,0.0,0.3,0.8,1.4,0,2024,○,京都府,まちづくり、環境の保全
1930,特定非営利活動法人世界のともだち,1.4,1千万未満,0.8,62.1,0.8,0.0,0.5,0.0,1.2,0,2021,,千葉県,社会教育、人権の擁護・平和、国際協力・交流、子どもの健全育成
1931,特定非営利活動法人  ＲＫＨ研究所,1.3,1千万未満,0.0,0.0,0.0,0.0,0.0,0.0,11.9,,2019,,横浜市,社会教育、国際協力・交流、情報化社会、科学技術、経済活動の活性化
1932,特定非営利活動法人パートナーとうかつ,1.3,1千万未満,0.1,7.7,0.0,0.1,0.0,1.2,1.2,,2018,,千葉県,社会教育、学術・文化・芸術・スポーツ、子どもの健全育成
1933,はままつ未来会議,1.3,1千万未満,0.2,12.9,0.2,0.0,0.5,0.6,1.3,0,2021,,浜松市,まちづくり、学術・文化・芸術・スポーツ、経済活動の活性化、NPO支援
1934,特定非営利活動法人高槻ボラパソ,1.3,1千万未満,0.2,11.7,0.0,0.2,0.0,1.2,1.2,0,2018,,大阪府,社会教育、情報化社会、職業能力・雇用機会、NPO支援
1935,特定非営利活動法人Japan & VietNam Friendship Club,1.3,1千万未満,1.1,80.7,0.8,0.3,0.0,0.2,0.9,,2016,,千葉市,国際協力・交流
1936,特定非営利活動法人パブリックマインド,1.3,1千万未満,0.2,15.4,0.2,0.0,0.0,1.1,2.1,,2024,○,横浜市,保健・医療・福祉、社会教育、まちづくり、観光、農山漁村・中山間地域、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援
1937,たまのの企画,1.3,1千万未満,0.6,47.9,0.1,0.5,0.0,0.7,1.3,0,2018,,岡山県,まちづくり、学術・文化・芸術・スポーツ、子どもの健全育成、経済活動の活性化、職業能力・雇用機会、NPO支援
1938,特定非営利活動法人しずおか環境教育研究会,1.3,1千万未満,0.0,0.0,0.0,0.0,0.0,0.0,5.4,,2024,○,静岡市,社会教育、まちづくり、環境の保全、子どもの健全育成、NPO支援
1939,特定非営利活動法人　高齢市民が活躍するための社会技術研究会,1.3,1千万未満,1.3,100.0,1.2,0.1,0.0,0.0,1.4,,2024,○,神奈川県,保健・医療・福祉、社会教育、科学技術、経済活動の活性化
1940,ホワイトナイルカレッジ,1.3,1千万未満,0.9,72.7,0.9,0.1,0.4,0.0,1.0,2,2020,,栃木県,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
1941,特定非営利活動法人　はるかぜ成年後見支援センター,1.3,1千万未満,1.3,100.0,1.3,0.0,0.0,0.0,1.3,2,2017,,奈良県,保健・医療・福祉、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
1942,特定非営利活動法人障がい者より良い暮らしネット,1.3,1千万未満,1.0,78.2,1.0,0.0,0.3,0.0,1.2,,2024,○,福岡市,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、子どもの健全育成、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
1943,認定NPO法人　市民省エネ・節電所ネットワーク,1.3,1千万未満,1.0,74.3,0.9,0.1,0.3,0.0,1.2,,2024,○,奈良県,環境の保全、NPO支援
1944,ＮＰＯ百千鳥,1.3,1千万未満,0.7,53.3,0.6,0.1,0.0,0.6,1.7,5,2023,,福岡県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、科学技術、職業能力・雇用機会、NPO支援
1945,特定非営利活動法人埼玉県少年少女囲碁協会,1.3,1千万未満,0.1,11.7,0.1,0.1,0.5,0.7,1.3,1,2018,,さいたま市,社会教育、学術・文化・芸術・スポーツ、子どもの健全育成
1946,特定非営利活動法人熊谷市ほたるを保護する会,1.3,1千万未満,0.6,48.1,0.5,0.1,0.2,0.1,1.4,,2024,○,埼玉県,観光、農山漁村・中山間地域、環境の保全
1947,ＮＰＯ法人ＪＥＣＫ,1.3,1千万未満,0.2,14.3,0.2,0.0,0.4,0.7,1.0,4,2019,,横浜市,社会教育、国際協力・交流、職業能力・雇用機会
1948,水戸北辰館,1.2,1千万未満,0.4,29.5,0.2,0.2,0.0,0.9,1.2,0,2024,,茨城県,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、国際協力・交流、子どもの健全育成、情報化社会
1949,特定非営利活動法人アドラーよこはま,1.2,1千万未満,0.2,14.5,0.1,0.1,0.4,0.6,1.2,,2023,,横浜市,保健・医療・福祉、社会教育、男女共同参画、子どもの健全育成、NPO支援
